,Dataset,N,Omega,D
0,ml,6081,0.08,890.0
0,ml,6101,0.06,893.0
0,ml,6121,0.06,894.0
0,ml,6141,0.1,894.0
0,ml,6161,0.08,896.0
0,ml,6181,0.04,899.0
0,ml,6201,0.04,900.0
0,ml,6221,0.06,901.0
0,ml,6241,0.06,901.0
0,ml,6261,0.06,903.0
0,ml,6281,0.08,904.0
0,ml,6301,0.08,905.0
0,ml,6321,0.06,908.0
0,ml,6341,0.12,908.0
0,ml,6361,0.12,910.0
0,ml,6381,0.06,914.0
0,ml,6401,0.06,914.0
0,ml,6421,0.04,916.0
0,ml,6441,0.04,917.0
0,ml,6461,0.1,918.0
0,ml,6481,0.16,918.0
0,ml,6501,0.12,923.0
0,ml,6521,0.14,924.0
0,ml,6541,0.1,928.0
0,ml,6561,0.12,928.0
0,ml,6581,0.08,932.0
0,ml,6601,0.08,934.0
0,ml,6621,0.12,936.0
0,ml,6641,0.12,937.0
0,ml,6661,0.12,938.0
0,ml,6681,0.06,942.0
0,ml,6701,0.08,944.0
0,ml,6721,0.1,945.0
0,ml,6741,0.1,948.0
0,ml,6761,0.08,949.0
0,ml,6781,0.06,951.0
0,ml,6801,0.04,952.0
0,ml,6821,0.06,954.0
0,ml,6841,0.08,954.0
0,ml,6861,0.12,956.0
0,ml,6881,0.08,958.0
0,ml,6901,0.1,960.0
0,ml,6921,0.14,961.0
0,ml,6941,0.14,963.0
0,ml,6961,0.14,967.0
0,ml,6981,0.1,970.0
0,ml,7001,0.08,972.0
0,ml,7021,0.02,975.0
0,ml,7041,0.02,976.0
0,ml,7061,0.04,976.0
0,ml,7081,0.08,977.0
0,ml,7101,0.06,978.0
0,ml,7121,0.04,980.0
0,ml,7141,0.06,981.0
0,ml,7161,0.12,982.0
0,ml,7181,0.12,983.0
0,ml,7201,0.08,986.0
0,ml,7221,0.1,988.0
0,ml,7241,0.08,989.0
0,ml,7261,0.1,992.0
0,ml,7281,0.1,993.0
0,ml,7301,0.18,995.0
0,ml,7321,0.16,996.0
0,ml,7341,0.06,1001.0
0,ml,7361,0.04,1004.0
0,ml,7381,0.06,1004.0
0,ml,7401,0.12,1004.0
0,ml,7421,0.1,1007.0
0,ml,7441,0.08,1010.0
0,ml,7461,0.04,1012.0
0,ml,7481,0.06,1013.0
0,ml,7501,0.06,1014.0
0,ml,7521,0.08,1016.0
0,ml,7541,0.08,1017.0
0,ml,7561,0.08,1017.0
0,ml,7581,0.02,1021.0
0,ml,7601,0.08,1021.0
0,ml,7621,0.16,1021.0
0,ml,7641,0.2,1023.0
0,ml,7661,0.18,1026.0
0,ml,7681,0.08,1031.0
0,ml,7701,0.04,1033.0
0,ml,7781,0.04,1035.0
0,ml,7801,0.06,1035.0
0,ml,7821,0.06,1036.0
0,ml,7841,0.06,1038.0
0,ml,7861,0.1,1039.0
0,ml,7881,0.1,1040.0
0,ml,7901,0.04,1043.0
0,ml,7921,0.08,1044.0
0,ml,7941,0.1,1045.0
0,ml,7961,0.1,1046.0
0,ml,7981,0.06,1050.0
0,ml,8001,0.04,1051.0
0,ml,8021,0.08,1052.0
0,ml,8041,0.12,1053.0
0,ml,8061,0.12,1055.0
0,ml,8081,0.08,1057.0
0,ml,8101,0.04,1061.0
0,ml,8121,0.06,1061.0
0,ml,8141,0.08,1061.0
0,ml,8161,0.04,1063.0
0,ml,8181,0.02,1064.0
0,ml,8201,0.08,1065.0
0,ml,8221,0.1,1065.0
0,ml,8241,0.12,1067.0
0,ml,8261,0.12,1069.0
0,ml,8281,0.1,1072.0
0,ml,8301,0.14,1073.0
0,ml,8321,0.12,1075.0
0,ml,8341,0.1,1077.0
0,ml,8361,0.06,1080.0
0,ml,8381,0.06,1081.0
0,ml,8401,0.02,1083.0
0,ml,8441,0.06,1084.0
0,ml,8461,0.08,1084.0
0,ml,8481,0.06,1086.0
0,ml,8501,0.08,1087.0
0,ml,8521,0.06,1088.0
0,ml,8541,0.04,1090.0
0,ml,8561,0.02,1091.0
0,ml,8581,0.02,1092.0
0,ml,8601,0.06,1092.0
0,ml,8621,0.06,1093.0
0,ml,8641,0.04,1094.0
0,ml,8681,0.02,1096.0
0,ml,8701,0.02,1096.0
0,ml,8721,0.04,1097.0
0,ml,8741,0.08,1097.0
0,ml,8761,0.12,1097.0
0,ml,8781,0.06,1100.0
0,ml,8801,0.06,1101.0
0,ml,8821,0.04,1103.0
0,ml,8841,0.08,1103.0
0,ml,8861,0.08,1104.0
0,ml,8881,0.04,1107.0
0,ml,8901,0.04,1108.0
0,ml,8921,0.04,1109.0
0,ml,8941,0.1,1109.0
0,ml,8961,0.1,1110.0
0,ml,8981,0.06,1113.0
0,ml,9001,0.08,1114.0
0,ml,9021,0.04,1116.0
0,ml,9041,0.06,1116.0
0,ml,9061,0.04,1118.0
0,ml,9081,0.06,1118.0
0,ml,9101,0.04,1119.0
0,ml,9121,0.02,1121.0
0,ml,9141,0.04,1121.0
0,ml,9161,0.08,1121.0
0,ml,9181,0.06,1123.0
0,ml,9201,0.02,1125.0
0,ml,9221,0.04,1125.0
0,ml,9241,0.04,1126.0
0,ml,9261,0.08,1126.0
0,ml,9281,0.08,1127.0
0,ml,9301,0.08,1129.0
0,ml,9321,0.1,1130.0
0,ml,9341,0.06,1132.0
0,ml,9361,0.06,1134.0
0,ml,9381,0.12,1135.0
0,ml,9401,0.12,1136.0
0,ml,9421,0.1,1139.0
0,ml,9441,0.06,1142.0
0,ml,9461,0.02,1144.0
0,ml,9481,0.06,1144.0
0,ml,9501,0.06,1145.0
0,ml,9521,0.08,1147.0
0,ml,9541,0.12,1147.0
0,ml,9561,0.16,1150.0
0,ml,9581,0.14,1152.0
0,ml,9601,0.14,1155.0
0,ml,9621,0.1,1158.0
0,ml,9641,0.06,1162.0
0,ml,9661,0.08,1162.0
0,ml,9681,0.1,1163.0
0,ml,9701,0.08,1165.0
0,ml,9721,0.12,1167.0
0,ml,9741,0.1,1169.0
0,ml,9761,0.12,1169.0
0,ml,9781,0.06,1173.0
0,ml,9801,0.06,1175.0
0,ml,9821,0.06,1175.0
0,ml,9841,0.04,1176.0
0,ml,9861,0.06,1178.0
0,ml,9881,0.08,1178.0
0,ml,9901,0.12,1179.0
0,ml,9921,0.12,1182.0
0,ml,9941,0.12,1184.0
0,ml,9961,0.1,1186.0
0,ml,9981,0.04,1189.0
0,ml,10001,0.06,1191.0
0,ml,10021,0.06,1191.0
0,ml,10041,0.02,1193.0
0,ml,10061,0.02,1194.0
0,ml,10081,0.04,1194.0
0,ml,10101,0.06,1195.0
0,ml,10121,0.08,1195.0
0,ml,10141,0.04,1197.0
0,ml,10161,0.08,1198.0
0,ml,10181,0.12,1199.0
0,ml,10201,0.2,1199.0
0,ml,10221,0.1,1204.0
0,ml,10241,0.08,1205.0
0,ml,10261,0.06,1209.0
0,ml,10281,0.06,1209.0
0,ml,10301,0.06,1211.0
0,ml,10321,0.06,1211.0
0,ml,10341,0.02,1214.0
0,ml,10361,0.08,1214.0
0,ml,10381,0.1,1215.0
0,ml,10401,0.08,1216.0
0,ml,10421,0.04,1219.0
0,ml,10441,0.02,1220.0
0,ml,10461,0.06,1221.0
0,ml,10481,0.08,1221.0
0,ml,10501,0.04,1224.0
0,ml,10541,0.02,1225.0
0,ml,10561,0.06,1225.0
0,ml,10581,0.08,1225.0
0,ml,10601,0.06,1227.0
0,ml,10621,0.06,1228.0
0,ml,10641,0.04,1230.0
0,ml,10661,0.04,1230.0
0,ml,10681,0.04,1232.0
0,ml,10701,0.08,1232.0
0,ml,10721,0.08,1232.0
0,ml,10741,0.04,1235.0
0,ml,10761,0.08,1236.0
0,ml,10781,0.08,1237.0
0,ml,10801,0.06,1239.0
0,ml,10821,0.02,1241.0
0,ml,10841,0.02,1242.0
0,ml,10861,0.02,1242.0
0,ml,10921,0.02,1243.0
0,ml,10941,0.06,1243.0
0,ml,10961,0.04,1244.0
0,ml,10981,0.06,1245.0
0,ml,11001,0.08,1246.0
0,ml,11021,0.1,1248.0
0,ml,11041,0.12,1249.0
0,ml,11061,0.08,1252.0
0,ml,11081,0.1,1252.0
0,ml,11101,0.04,1256.0
0,ml,11121,0.06,1256.0
0,ml,11141,0.08,1257.0
0,ml,11161,0.1,1259.0
0,ml,11181,0.08,1260.0
0,ml,11201,0.1,1263.0
0,ml,11221,0.14,1264.0
0,ml,11241,0.14,1266.0
0,ml,11261,0.06,1270.0
0,ml,11281,0.04,1271.0
0,ml,11301,0.02,1273.0
0,ml,11321,0.06,1273.0
0,ml,11341,0.08,1273.0
0,ml,11361,0.04,1275.0
0,ml,11381,0.04,1277.0
0,ml,11401,0.02,1277.0
0,ml,11421,0.02,1278.0
0,ml,11441,0.06,1278.0
0,ml,11461,0.04,1279.0
0,ml,11481,0.04,1279.0
0,ml,11581,0.08,1281.0
0,ml,11601,0.08,1281.0
0,ml,11621,0.08,1282.0
0,ml,11641,0.06,1285.0
0,ml,11661,0.04,1286.0
0,ml,11681,0.08,1287.0
0,ml,11701,0.1,1288.0
0,ml,11721,0.06,1290.0
0,ml,11741,0.04,1291.0
0,ml,11761,0.06,1293.0
0,ml,11781,0.06,1293.0
0,ml,11801,0.02,1295.0
0,ml,11821,0.02,1296.0
0,ml,11841,0.06,1296.0
0,ml,11861,0.12,1296.0
0,ml,11881,0.16,1298.0
0,ml,11901,0.14,1300.0
0,ml,11921,0.12,1304.0
0,ml,11941,0.08,1306.0
0,ml,11961,0.04,1308.0
0,ml,11981,0.06,1310.0
0,ml,12001,0.12,1310.0
0,ml,12021,0.1,1312.0
0,ml,12041,0.1,1314.0
0,ml,12061,0.1,1316.0
0,ml,12081,0.08,1318.0
0,ml,12101,0.08,1320.0
0,ml,12121,0.08,1321.0
0,ml,12141,0.06,1323.0
0,ml,12161,0.12,1323.0
0,ml,12181,0.08,1326.0
0,ml,12201,0.1,1327.0
0,ml,12221,0.08,1329.0
0,ml,12241,0.06,1332.0
0,ml,12261,0.08,1333.0
0,ml,12281,0.04,1335.0
0,ml,12301,0.02,1337.0
0,ml,12321,0.04,1337.0
0,ml,12341,0.06,1338.0
0,ml,12361,0.08,1338.0
0,ml,12381,0.16,1340.0
0,ml,12401,0.18,1342.0
0,ml,12421,0.14,1346.0
0,ml,12441,0.08,1349.0
0,ml,12461,0.04,1351.0
0,ml,12481,0.04,1353.0
0,ml,12501,0.06,1353.0
0,ml,12521,0.04,1355.0
0,ml,12541,0.06,1355.0
0,ml,12561,0.12,1356.0
0,ml,12581,0.14,1357.0
0,ml,12601,0.1,1360.0
0,ml,12621,0.04,1363.0
0,ml,12641,0.06,1364.0
0,ml,12661,0.06,1364.0
0,ml,12681,0.04,1365.0
0,ml,12701,0.02,1367.0
0,ml,12721,0.02,1367.0
0,ml,12741,0.04,1367.0
0,ml,12761,0.04,1368.0
0,ml,12781,0.02,1369.0
0,ml,12801,0.02,1369.0
0,ml,12821,0.02,1370.0
0,ml,12841,0.06,1370.0
0,ml,12861,0.08,1370.0
0,ml,12881,0.1,1372.0
0,ml,12901,0.14,1373.0
0,ml,12921,0.1,1375.0
0,ml,12941,0.04,1380.0
0,ml,12961,0.04,1380.0
0,ml,12981,0.06,1380.0
0,ml,13001,0.06,1381.0
0,ml,13021,0.08,1382.0
0,ml,13041,0.08,1383.0
0,ml,13061,0.06,1386.0
0,ml,13081,0.06,1387.0
0,ml,13101,0.06,1389.0
0,ml,13121,0.08,1389.0
0,ml,13141,0.06,1392.0
0,ml,13161,0.1,1392.0
0,ml,13181,0.14,1393.0
0,ml,13201,0.06,1397.0
0,ml,13221,0.08,1399.0
0,ml,13241,0.06,1400.0
0,ml,13261,0.08,1401.0
0,ml,13281,0.06,1403.0
0,ml,13301,0.04,1404.0
0,ml,13321,0.04,1406.0
0,ml,13341,0.06,1406.0
0,ml,13361,0.02,1408.0
0,ml,13381,0.04,1409.0
0,ml,13401,0.06,1409.0
0,ml,13421,0.06,1410.0
0,ml,13441,0.08,1411.0
0,ml,13461,0.08,1412.0
0,ml,13481,0.06,1415.0
0,ml,13501,0.12,1416.0
0,ml,13521,0.12,1417.0
0,ml,13541,0.08,1420.0
0,ml,13561,0.12,1423.0
0,ml,13581,0.18,1423.0
0,ml,13601,0.22,1425.0
0,ml,13621,0.08,1431.0
0,ml,13641,0.04,1434.0
0,ml,13661,0.08,1435.0
0,ml,13681,0.08,1436.0
0,ml,13701,0.12,1438.0
0,ml,13721,0.1,1440.0
0,ml,13741,0.08,1441.0
0,ml,13761,0.06,1444.0
0,ml,13781,0.08,1445.0
0,ml,13801,0.08,1446.0
0,ml,13821,0.14,1449.0
0,ml,13841,0.16,1449.0
0,ml,13861,0.16,1452.0
0,ml,13881,0.12,1456.0
0,ml,13901,0.08,1459.0
0,ml,13921,0.04,1462.0
0,ml,13941,0.08,1462.0
0,ml,13961,0.04,1464.0
0,ml,13981,0.1,1465.0
0,ml,14001,0.06,1466.0
0,ml,14021,0.06,1468.0
0,ml,14041,0.1,1469.0
0,ml,14061,0.1,1470.0
0,ml,14081,0.08,1473.0
0,ml,14101,0.04,1475.0
0,ml,14121,0.06,1476.0
0,ml,14141,0.02,1477.0
0,ml,14161,0.06,1477.0
0,ml,14181,0.06,1478.0
0,ml,14201,0.12,1479.0
0,ml,14221,0.1,1481.0
0,ml,14241,0.02,1485.0
0,ml,14261,0.1,1486.0
0,ml,14281,0.14,1486.0
0,ml,14301,0.24,1488.0
0,ml,14321,0.18,1492.0
0,ml,14341,0.12,1497.0
0,ml,14361,0.1,1500.0
0,ml,14381,0.12,1501.0
0,ml,14401,0.1,1504.0
0,ml,14421,0.06,1506.0
0,ml,14441,0.08,1508.0
0,ml,14461,0.1,1509.0
0,ml,14481,0.12,1510.0
0,ml,14501,0.1,1513.0
0,ml,14521,0.04,1516.0
0,ml,14541,0.04,1517.0
0,videogames,1,1.0,1.0
0,videogames,21,0.82,19.0
0,videogames,41,0.56,32.0
0,videogames,61,0.58,39.0
0,videogames,81,0.46,48.0
0,videogames,101,0.6,57.0
0,videogames,121,0.72,67.0
0,videogames,141,0.78,78.0
0,videogames,161,0.66,92.0
0,videogames,181,0.58,106.0
0,videogames,201,0.64,116.0
0,videogames,221,0.66,125.0
0,videogames,241,0.58,137.0
0,videogames,261,0.58,145.0
0,videogames,281,0.48,156.0
0,videogames,301,0.48,165.0
0,videogames,321,0.42,175.0
0,videogames,341,0.44,182.0
0,videogames,361,0.5,191.0
0,videogames,381,0.42,201.0
0,videogames,401,0.4,208.0
0,videogames,421,0.34,216.0
0,videogames,441,0.42,223.0
0,videogames,461,0.44,229.0
0,videogames,481,0.34,238.0
0,videogames,501,0.36,244.0
0,videogames,521,0.48,250.0
0,videogames,541,0.46,259.0
0,videogames,561,0.5,267.0
0,videogames,581,0.44,276.0
0,videogames,601,0.38,284.0
0,videogames,621,0.32,293.0
0,videogames,641,0.36,298.0
0,videogames,661,0.3,305.0
0,videogames,681,0.36,312.0
0,videogames,701,0.44,316.0
0,videogames,721,0.4,323.0
0,videogames,741,0.3,333.0
0,videogames,761,0.3,338.0
0,videogames,781,0.24,343.0
0,videogames,801,0.26,349.0
0,videogames,821,0.2,352.0
0,videogames,841,0.24,355.0
0,videogames,861,0.28,359.0
0,videogames,881,0.24,365.0
0,videogames,901,0.2,371.0
0,videogames,921,0.2,376.0
0,videogames,941,0.24,380.0
0,videogames,961,0.22,384.0
0,videogames,981,0.12,388.0
0,videogames,1001,0.1,393.0
0,videogames,1021,0.14,394.0
0,videogames,1041,0.12,397.0
0,videogames,1061,0.14,400.0
0,videogames,1081,0.32,400.0
0,videogames,1101,0.36,405.0
0,videogames,1121,0.44,410.0
0,videogames,1141,0.28,420.0
0,videogames,1161,0.18,428.0
0,videogames,1181,0.3,431.0
0,videogames,1201,0.28,435.0
0,videogames,1221,0.28,443.0
0,videogames,1241,0.26,447.0
0,videogames,1261,0.2,454.0
0,videogames,1281,0.16,459.0
0,videogames,1301,0.24,461.0
0,videogames,1321,0.2,464.0
0,videogames,1341,0.12,471.0
0,videogames,1361,0.16,473.0
0,videogames,1381,0.16,477.0
0,videogames,1401,0.16,479.0
0,videogames,1421,0.12,483.0
0,videogames,1441,0.16,486.0
0,videogames,1461,0.18,487.0
0,videogames,1481,0.14,492.0
0,videogames,1501,0.18,495.0
0,videogames,1521,0.3,496.0
0,videogames,1541,0.28,501.0
0,videogames,1561,0.32,507.0
0,videogames,1581,0.3,514.0
0,videogames,1601,0.2,520.0
0,videogames,1621,0.12,527.0
0,videogames,1641,0.12,529.0
0,videogames,1661,0.1,531.0
0,videogames,1681,0.14,533.0
0,videogames,1701,0.1,534.0
0,videogames,1721,0.08,539.0
0,videogames,1741,0.2,539.0
0,videogames,1761,0.28,541.0
0,videogames,1781,0.2,545.0
0,videogames,1801,0.12,552.0
0,videogames,1821,0.12,555.0
0,videogames,1841,0.18,555.0
0,videogames,1861,0.22,560.0
0,videogames,1881,0.18,563.0
0,videogames,1901,0.14,566.0
0,videogames,1921,0.1,570.0
0,videogames,1941,0.12,571.0
0,videogames,1961,0.06,575.0
0,videogames,1981,0.12,577.0
0,videogames,2001,0.22,577.0
0,videogames,2021,0.24,581.0
0,videogames,2041,0.2,587.0
0,videogames,2061,0.22,591.0
0,videogames,2081,0.26,595.0
0,videogames,2101,0.18,600.0
0,videogames,2121,0.2,604.0
0,videogames,2141,0.16,608.0
0,videogames,2161,0.1,611.0
0,videogames,2181,0.06,614.0
0,videogames,2201,0.08,616.0
0,videogames,2221,0.1,616.0
0,videogames,2241,0.06,619.0
0,videogames,2261,0.1,621.0
0,videogames,2281,0.16,621.0
0,videogames,2301,0.22,623.0
0,videogames,2321,0.24,628.0
0,videogames,2341,0.18,632.0
0,videogames,2361,0.16,636.0
0,videogames,2381,0.12,640.0
0,videogames,2401,0.18,642.0
0,videogames,2421,0.12,646.0
0,videogames,2441,0.16,648.0
0,videogames,2461,0.1,652.0
0,videogames,2481,0.1,654.0
0,videogames,2501,0.22,657.0
0,videogames,2521,0.24,658.0
0,videogames,2541,0.24,662.0
0,videogames,2561,0.22,669.0
0,videogames,2581,0.18,672.0
0,videogames,2601,0.18,676.0
0,videogames,2621,0.08,680.0
0,videogames,2641,0.06,681.0
0,videogames,2661,0.02,684.0
0,videogames,2681,0.02,684.0
0,videogames,2701,0.12,684.0
0,videogames,2721,0.1,685.0
0,videogames,2741,0.08,688.0
0,videogames,2761,0.12,690.0
0,videogames,2781,0.08,692.0
0,videogames,2801,0.16,692.0
0,videogames,2821,0.18,693.0
0,videogames,2841,0.14,699.0
0,videogames,2861,0.18,700.0
0,videogames,2881,0.14,705.0
0,videogames,2901,0.16,706.0
0,videogames,2921,0.08,711.0
0,videogames,2941,0.02,714.0
0,videogames,2961,0.06,715.0
0,videogames,2981,0.1,715.0
0,videogames,3001,0.1,717.0
0,videogames,3021,0.08,718.0
0,videogames,3041,0.12,721.0
0,videogames,3061,0.12,722.0
0,videogames,3081,0.1,726.0
0,videogames,3101,0.12,727.0
0,videogames,3121,0.14,728.0
0,videogames,3141,0.16,732.0
0,videogames,3161,0.12,735.0
0,videogames,3181,0.1,736.0
0,videogames,3201,0.1,740.0
0,videogames,3221,0.16,740.0
0,videogames,3241,0.16,741.0
0,videogames,3261,0.14,746.0
0,videogames,3281,0.12,749.0
0,videogames,3301,0.2,750.0
0,videogames,3321,0.2,752.0
0,videogames,3341,0.1,757.0
0,videogames,3361,0.04,762.0
0,videogames,3381,0.06,762.0
0,videogames,3401,0.08,764.0
0,videogames,3421,0.08,765.0
0,videogames,3441,0.1,765.0
0,videogames,3461,0.08,769.0
0,videogames,3481,0.1,770.0
0,videogames,3501,0.08,773.0
0,videogames,3521,0.1,774.0
0,videogames,3541,0.12,776.0
0,videogames,3561,0.12,778.0
0,videogames,3581,0.06,782.0
0,videogames,3601,0.12,783.0
0,videogames,3621,0.1,785.0
0,videogames,3641,0.08,788.0
0,videogames,3661,0.06,790.0
0,videogames,3681,0.08,791.0
0,videogames,3701,0.1,792.0
0,videogames,3721,0.14,793.0
0,videogames,3741,0.1,796.0
0,videogames,3761,0.14,798.0
0,videogames,3781,0.14,801.0
0,videogames,3801,0.18,802.0
0,videogames,3821,0.2,805.0
0,videogames,3841,0.14,810.0
0,videogames,3861,0.14,813.0
0,videogames,3881,0.12,815.0
0,videogames,3901,0.08,817.0
0,videogames,3921,0.06,819.0
0,videogames,3941,0.08,821.0
0,videogames,3961,0.1,822.0
0,videogames,3981,0.14,823.0
0,videogames,4001,0.12,825.0
0,videogames,4021,0.06,828.0
0,videogames,4041,0.08,829.0
0,videogames,4061,0.08,831.0
0,videogames,4081,0.12,831.0
0,videogames,4101,0.18,834.0
0,videogames,4121,0.22,836.0
0,videogames,4141,0.18,839.0
0,videogames,4161,0.12,844.0
0,videogames,4181,0.08,846.0
0,videogames,4201,0.06,849.0
0,videogames,4221,0.06,850.0
0,videogames,4241,0.06,850.0
0,videogames,4261,0.06,853.0
0,videogames,4281,0.06,853.0
0,videogames,4301,0.08,854.0
0,videogames,4321,0.08,856.0
0,videogames,4341,0.06,858.0
0,videogames,4361,0.06,859.0
0,videogames,4381,0.1,860.0
0,videogames,4401,0.14,861.0
0,videogames,4421,0.06,865.0
0,videogames,4441,0.04,867.0
0,videogames,4461,0.02,868.0
0,videogames,4501,0.02,869.0
0,videogames,4521,0.04,869.0
0,videogames,4541,0.02,870.0
0,videogames,4581,0.02,871.0
0,videogames,4601,0.08,871.0
0,videogames,4621,0.14,871.0
0,videogames,4641,0.16,872.0
0,videogames,4661,0.12,876.0
0,videogames,4681,0.08,880.0
0,videogames,4701,0.06,880.0
0,videogames,4721,0.02,882.0
0,videogames,4741,0.02,883.0
0,videogames,4761,0.04,883.0
0,videogames,4781,0.1,883.0
0,videogames,4801,0.1,885.0
0,videogames,4821,0.12,887.0
0,videogames,4841,0.14,888.0
0,videogames,4861,0.08,891.0
0,videogames,4881,0.02,893.0
0,videogames,4901,0.04,894.0
0,videogames,4921,0.08,894.0
0,videogames,4941,0.06,896.0
0,videogames,4961,0.1,897.0
0,videogames,4981,0.06,899.0
0,videogames,5001,0.04,901.0
0,videogames,5021,0.08,902.0
0,videogames,5041,0.08,903.0
0,videogames,5061,0.08,904.0
0,videogames,5081,0.02,907.0
0,videogames,5101,0.04,907.0
0,videogames,5121,0.1,908.0
0,videogames,5141,0.08,909.0
0,videogames,5161,0.12,910.0
0,videogames,5181,0.12,913.0
0,videogames,5201,0.1,914.0
0,videogames,5221,0.04,917.0
0,videogames,5241,0.06,919.0
0,videogames,5261,0.08,919.0
0,videogames,5281,0.1,920.0
0,videogames,5301,0.08,922.0
0,videogames,5321,0.06,924.0
0,videogames,5341,0.06,924.0
0,videogames,5361,0.04,927.0
0,videogames,5381,0.08,927.0
0,videogames,5401,0.06,928.0
0,videogames,5421,0.04,930.0
0,videogames,5441,0.02,931.0
0,videogames,5461,0.04,932.0
0,videogames,5481,0.04,932.0
0,videogames,5501,0.02,934.0
0,videogames,5521,0.02,934.0
0,videogames,5541,0.04,934.0
0,videogames,5561,0.04,935.0
0,videogames,5581,0.04,935.0
0,videogames,5601,0.04,937.0
0,videogames,5621,0.04,937.0
0,videogames,5641,0.04,939.0
0,videogames,5661,0.04,939.0
0,videogames,5681,0.02,940.0
0,videogames,5721,0.02,941.0
0,videogames,5741,0.1,941.0
0,videogames,5761,0.1,942.0
0,videogames,5781,0.1,943.0
0,videogames,5801,0.08,946.0
0,videogames,5821,0.1,948.0
0,videogames,5841,0.12,949.0
0,videogames,5861,0.14,951.0
0,videogames,5881,0.06,955.0
0,videogames,5901,0.1,957.0
0,videogames,5921,0.1,958.0
0,videogames,5941,0.08,959.0
0,videogames,5961,0.04,962.0
0,videogames,5981,0.1,963.0
0,videogames,6001,0.16,963.0
0,videogames,6021,0.08,967.0
0,videogames,6041,0.04,969.0
0,videogames,6061,0.02,971.0
0,videogames,6081,0.02,971.0
0,videogames,6101,0.02,972.0
0,videogames,6121,0.06,972.0
0,videogames,6141,0.06,972.0
0,videogames,6161,0.04,974.0
0,videogames,6181,0.02,975.0
0,videogames,6201,0.04,976.0
0,videogames,6221,0.04,976.0
0,videogames,6241,0.02,977.0
0,videogames,6261,0.04,978.0
0,videogames,6281,0.06,978.0
0,videogames,6301,0.06,979.0
0,videogames,6321,0.06,981.0
0,videogames,6341,0.06,982.0
0,videogames,6361,0.06,983.0
0,videogames,6381,0.02,985.0
0,videogames,6401,0.04,985.0
0,videogames,6421,0.04,986.0
0,videogames,6441,0.04,987.0
0,videogames,6461,0.04,988.0
0,videogames,6481,0.04,988.0
0,videogames,6501,0.06,990.0
0,videogames,6521,0.08,990.0
0,videogames,6541,0.02,993.0
0,videogames,6561,0.04,993.0
0,videogames,6581,0.02,994.0
0,videogames,6601,0.06,995.0
0,videogames,6621,0.14,995.0
0,videogames,6641,0.14,996.0
0,videogames,6661,0.06,1000.0
0,videogames,6681,0.02,1003.0
0,videogames,6721,0.04,1003.0
0,videogames,6741,0.06,1003.0
0,videogames,6761,0.06,1004.0
0,videogames,6781,0.1,1005.0
0,videogames,6801,0.08,1006.0
0,videogames,6821,0.06,1009.0
0,videogames,6841,0.1,1010.0
0,videogames,6861,0.08,1011.0
0,videogames,6881,0.08,1014.0
0,videogames,6901,0.08,1015.0
0,videogames,6921,0.06,1016.0
0,videogames,6941,0.06,1018.0
0,videogames,6961,0.1,1019.0
0,videogames,6981,0.06,1021.0
0,videogames,7001,0.06,1023.0
0,videogames,7021,0.06,1024.0
0,videogames,7041,0.1,1024.0
0,videogames,7061,0.1,1026.0
0,videogames,7081,0.08,1028.0
0,videogames,7101,0.08,1029.0
0,videogames,7121,0.04,1031.0
0,videogames,7141,0.04,1032.0
0,videogames,7161,0.04,1033.0
0,videogames,7181,0.06,1034.0
0,videogames,7201,0.1,1035.0
0,videogames,7221,0.16,1036.0
0,videogames,7241,0.12,1039.0
0,videogames,7261,0.06,1043.0
0,videogames,7281,0.06,1043.0
0,videogames,7301,0.06,1045.0
0,videogames,7321,0.08,1046.0
0,videogames,7341,0.08,1047.0
0,videogames,7361,0.06,1048.0
0,videogames,7381,0.06,1050.0
0,videogames,7401,0.12,1051.0
0,videogames,7421,0.08,1053.0
0,videogames,7441,0.06,1056.0
0,videogames,7461,0.04,1057.0
0,videogames,7481,0.04,1058.0
0,videogames,7501,0.02,1059.0
0,videogames,7541,0.02,1060.0
0,videogames,7561,0.02,1060.0
0,videogames,7581,0.06,1060.0
0,videogames,7601,0.08,1061.0
0,videogames,7621,0.1,1062.0
0,videogames,7641,0.08,1063.0
0,videogames,7661,0.04,1066.0
0,videogames,7681,0.1,1066.0
0,videogames,7701,0.1,1067.0
0,videogames,7721,0.08,1069.0
0,videogames,7741,0.1,1072.0
0,videogames,7761,0.08,1072.0
0,videogames,7821,0.02,1076.0
0,videogames,7841,0.04,1076.0
0,videogames,7861,0.06,1076.0
0,videogames,7881,0.06,1077.0
0,videogames,7901,0.06,1078.0
0,videogames,7921,0.04,1080.0
0,videogames,7941,0.08,1081.0
0,videogames,7961,0.04,1082.0
0,videogames,7981,0.06,1083.0
0,videogames,8001,0.06,1084.0
0,videogames,8021,0.04,1086.0
0,videogames,8041,0.1,1087.0
0,videogames,8061,0.1,1088.0
0,videogames,8081,0.02,1091.0
0,videogames,8101,0.02,1092.0
0,videogames,8121,0.04,1092.0
0,videogames,8141,0.12,1092.0
0,videogames,8161,0.12,1093.0
0,videogames,8181,0.1,1094.0
0,videogames,8201,0.04,1098.0
0,videogames,8221,0.08,1099.0
0,videogames,8241,0.16,1100.0
0,videogames,8261,0.16,1102.0
0,videogames,8281,0.1,1107.0
0,videogames,8301,0.04,1110.0
0,videogames,8321,0.02,1111.0
0,videogames,8341,0.02,1112.0
0,videogames,8361,0.04,1112.0
